#Number;State;DataSource;Name;Identifier;Year;Description;Standard;Platform;Language;Wikipedia;Domain;Width;MinWidth;MaxWidth;ReplacementChar;GeneratesNFC;ContainsBIDI;JavaLibrary
9999;checked;IBM_ICU;ibm-1146_P100-1997;IBM1146;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1147_P100-1997;IBM1147;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1148_P100-1997;IBM1148;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1149_P100-1997;IBM1149;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1153_P100-1999;IBM1153;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1154_P100-1999;IBM1154;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1155_P100-1999;IBM1155;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1156_P100-1999;IBM1156;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1157_P100-1999;IBM1157;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1158_P100-1999;IBM1158;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1160_P100-1999;IBM1160;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1161_P100-1999;IBM1161;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1162_P100-1999;IBM1162;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1163_P100-1999;IBM1163;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1164_P100-1999;IBM1164;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1167_P100-2002;KOI8_RU;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1168_P100-2002;KOI8_U;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;UTF16_PlatformEndian;UTF_16;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;UTF32_PlatformEndian;UTF_32;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1276_P100-1995;Adobe_Standard_Encoding;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1363_P11B-1998;KS_C_5601_1987;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1363_P110-1997;IBM1363;;from ICU;;;;;;;;;;;;
9999;checked;Deprecated;ibm-1364_P110-1997;IBM1364;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1364_P110-2007;IBM1364;;from ICU;;;;;;;;;;;;
9999;checked;Deprecated;ibm-1370_P110-2007;IBM1370;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1371_P100-1999;IBM1371;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1373_P100-2002;CP950;;from ICU;;;;;;;;;;;;
9999;checked;Deprecated;ibm-1375_P100-2003;Big5_HKSCS;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1383_P110-1999;GB_2312;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1386_P100-2001;IBM1386;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1388_P103-2001;IBM1388;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1390_P110-2003;IBM1390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1399_P110-2003;IBM1399;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4517_P100-2005;IBM4517;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4899_P100-1998;IBM4899;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4909_P100-1999;IBM4909;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4930_P110-1999;IBM4930;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4971_P100-1999;IBM4971;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5123_P100-1999;IBM5123;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5346_P100-1998;Windows_1250;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5347_P100-1998;Windows_1251;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5348_P100-1997;Windows_1252;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5349_P100-1998;Windows_1253;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5350_P100-1998;Windows_1254;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9447_P100-2002;Windows_1255;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9448_X100-2005;Windows_1256;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9449_P100-2002;Windows_1257;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5354_P100-1998;Windows_1258;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1250_P100-1995;Windows_1250;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1251_P100-1995;Windows_1251;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1252_P100-2000;Windows_1252;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1253_P100-1995;Windows_1253;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1254_P100-1995;Windows_1254;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1255_P100-1995;Windows_1255;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5351_P100-1998;Windows_1255;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1256_P110-1997;Windows_1256;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5352_P100-1998;Windows_1256;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1257_P100-1995;Windows_1257;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5353_P100-1998;Windows_1257;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1258_P100-1997;Windows_1258;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-5478_P100-1995;GB_2312_80;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-8482_P100-1999;IBM8482;;from ICU;;;;;;;;;;;;
9999;checked;Deprecated;ibm-9005_X100-2005;ISO_8859_7;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9067_X100-2005;IBM9067;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-12712_P100-1998;IBM12712;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-16684_P110-2003;IBM16684;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-16804_X110-1999;IBM16804;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-33722_P120-1999;IBM33722;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-33722_P12A_P12A-2009_U2;EUC_JP_IBM;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;gb18030;GB18030;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;iso-8859_10-1998;ISO_8859_10;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;iso-8859_11-2001;ISO_8859_11;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;iso-8859_14-1998;ISO_8859_14;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;windows-949-2000;KS_C_5601_1987;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;windows-950-2000;Windows_950_2000;;from ICU;;;;;;;;;;;;
9999;unchecked;Deprecated;macos-2566-10.2;Big5_HKSCS;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ja,version=0;ISO_2022_JP;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ja,version=1;ISO_2022_JP_1;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ja,version=2;ISO_2022_JP_2;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ja,version=3;ISO_2022_JP_3;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ja,version=4;ISO_2022_JP_4;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ko,version=0;ISO_2022_KR;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=ko,version=1;ISO_2022_KR_1;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=zh,version=0;ISO_2022_CN;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=zh,version=1;ISO_2022_CN_EXT;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-5012_P100-1999;ISO_8859_8;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-9005_X110-2007;ISO_8859_7;;from ICU;;;;;;;;;;;;
9999;checked;Deprecated;ibm-1375_P100-2007;Big5_HKSCS;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-970_P110_P110-2006_U2;EUC_KR;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1010_P100-1995;NF_Z_62_010;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1011_P100-1995;DIN_66003;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1012_P100-1995;IT;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1013_P100-1995;BS_4730;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1014_P100-1995;ES2;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1015_P100-1995;PT2;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1016_P100-1995;NS_4551_1;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1017_P100-1995;DS_2089;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1018_P100-1995;SEN_850200_B;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1020_P100-2003;CSA_Z243_4_1985_1;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1023_P100-2003;ES;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1100_P100-2003;DEC_MCS;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1104_P100-2003;NF_Z_62_010_1973;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1174_X100-2007;KZ1048;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-259_P100-1995;IBM_Symbols;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-274_P100-2000;IBM274;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-275_P100-1995;IBM275;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-286_P100-2003;IBM286;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-880_P100-1995;IBM880;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-905_P100-1995;IBM905;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-924_P100-1998;IBM924;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-953_P100-2000;JIS_X0212_1990;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;iso-8859_16-2001;ISO_8859_16;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;windows-874-2000;Windows_874;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;windows-51932-2006;CP51932;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;euc-jp-2007;EUC_JP;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1375_P100-2008;Big5_HKSCS;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ibm-5471_P100-2006;MS950_HKSCS;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;euc-tw-2014;EUC_TW;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;windows-1361-2000;Windows_1361;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-720_P100-1997;CP720;;from ICU;;;;;;;;;;;;
9999;unchecked;IBM_ICU;ISO_2022,locale=zh,version=2;ISO_2022_CN_CNS;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1114_P100-2001;IBM1114;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1115_P100-1995;IBM1115;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1370_P100-1999;IBM1370;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-954_P101-2007;IBM954;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-37_P100-1995,swaplfnl;IBM037_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-924_P100-1998,swaplfnl;IBM924_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1140_P100-1997,swaplfnl;IBM1140_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1141_P100-1997,swaplfnl;IBM1141_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1142_P100-1997,swaplfnl;IBM1142_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1143_P100-1997,swaplfnl;IBM1143_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1144_P100-1997,swaplfnl;IBM1144_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1145_P100-1997,swaplfnl;IBM1145_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1146_P100-1997,swaplfnl;IBM1146_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1147_P100-1997,swaplfnl;IBM1147_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1148_P100-1997,swaplfnl;IBM1148_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1149_P100-1997,swaplfnl;IBM1149_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1047_P100-1995,swaplfnl;IBM1047_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1153_P100-1999,swaplfnl;IBM1153_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-12712_P100-1998,swaplfnl;IBM12712_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-16804_X110-1999,swaplfnl;IBM16804_S390;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1004_P100-1995;IBM1004;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1008_P100-1995;IBM1008;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1019_P100-1995;NL;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1021_P100-2003;SWI;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1027_P100-1995;IBM1027;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1041_P100-1995;IBM1041;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1043_P100-1995;IBM1043;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1088_P100-1995;IBM1088;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1101_P100-2003;IBM1101;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1102_P100-2003;IBM1102;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1103_P100-2003;IBM1103;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1105_P100-2003;IBM1105;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1106_P100-2003;IBM1106;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1127_P100-2004;IBM1127;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1165_P101-2000;IBM1165;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1166_P100-2002;IBM1166;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1277_P100-1995;IBM1277;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-13125_P100-1997;IBM13125;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-13140_P101-2000;IBM13140;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-13218_P100-1996;IBM13218;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1350_P110-1997;EUC_JP_Open;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1351_P110-1997;IBM1351;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1362_P110-1999;IBM1362;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-13676_P102-2001;IBM13676;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1380_P100-1995;IBM1380;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1381_P110-1999;IBM1381;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-1382_P100-1995;IBM1382;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-17221_P100-2001;IBM17221;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-17248_X110-1999;IBM17248;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-21344_P101-2000;IBM21344;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-21427_P100-1999;IBM21427;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-256_P100-1995;IBM256;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-293_P100-1995;IBM293;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-300_P120-2006;IBM300;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-301_P110-1997;IBM301;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-33058_P100-2000;IBM33058;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-425_P101-2000;IBM425;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4933_P100-2002;IBM4933;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4948_P100-1995;IBM4948;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4951_P100-1995;IBM4951;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4952_P100-1995;IBM4952;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-4960_P100-1995;IBM4960;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5039_P11A-1998;IBM5039;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5048_P100-1995;IBM5048;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5049_P100-1995;IBM5049;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5067_P100-1995;IBM5067;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5104_X110-1999;IBM5104;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-5233_P100-2011;IBM5233;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-806_P100-1998;IBM806;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-808_P100-1999;IBM808;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-833_P100-1995;IBM833;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-834_P100-1995;IBM834;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-835_P100-1995;IBM835;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-836_P100-1995;IBM836;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-837_P100-2011;IBM837;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-848_P100-1999;IBM848;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-849_P100-1999;IBM849;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-859_P100-1999;IBM859;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-8612_P100-1995;IBM8612;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-872_P100-1999;IBM872;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-896_P100-1995;IBM896;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9027_P100-1999;IBM9027;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9048_P100-1998;IBM9048;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9056_P100-1995;IBM9056;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9061_P100-1999;IBM9061;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9145_P110-1997;IBM9145;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-9238_X110-1999;IBM9238;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-926_P100-2000;IBM926;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-927_P100-1995;IBM927;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-928_P100-1995;IBM928;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-941_P13A-2001;IBM941;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-944_P100-1995;IBM944;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-946_P100-1995;IBM946;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-947_P100-1995;IBM947;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-948_P110-1999;IBM948;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-951_P100-1995;IBM951;;from ICU;;;;;;;;;;;;
9999;checked;IBM_ICU;ibm-955_P110-1997;IBM955;;from ICU;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;windows-31j;Windows_31J;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-Big5-HKSCS-2001;Big5_HKSCS_2001;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-Big5-Solaris;SOLARIS_ZH_TW_BIG5_27;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-euc-jp-linux;EUC_JP_Linux;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-EUC-TW;EUC_TW;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-eucJP-Open;EUC_JP_Open;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1006;IBM1006;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1025;IBM1025;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1046;IBM1046;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1097;IBM1097;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1098;IBM1098;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1112;IBM1112;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1122;IBM1122;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1123;IBM1123;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1124;IBM1124;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1166;IBM1166;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1364;IBM1364;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1381;IBM1381;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM1383;GB_2312;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM300;IBM300;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM33722;IBM33722;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM737;CP737;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM833;IBM833;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM834;IBM834;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM856;IBM856;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM874;Windows_874;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM875;IBM875;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM921;ISO_8859_13;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM922;IBM922;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM930;IBM930;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM933;IBM933;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM935;IBM935;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM937;IBM937;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM939;IBM939;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM942;CP932;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM943;IBM943;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM948;IBM948;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM949;CP949;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM949C;CP949C;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-IBM950;IBM950;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-IBM964;EUC_TW;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-IBM970;EUC_KR;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-ISO-2022-CN-CNS;ISO_2022_CN_CNS;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-iso-8859-11;ISO_8859_11;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-JIS0208;JIS_C6226_1983;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-Johab;Windows_1361;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacArabic;MacArabic;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacCentralEurope;MacCentralEuropean;;from JAVA;;;;;;;;;;;;
